,Business_Name,Boroughs,Cuisines,Inspection_Date,Action,Violation_Code,Violation_Description,Critical_Flag,Score,Grade,Grade_Date,Record_Date,Inspection_Type
534,El dorado sports lounge,Queens,Caribbean,05/22/2019,Violations were cited in the following area(s).,04f,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,20.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
535,Rogner cafe & lounge,Queens,American,05/22/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,16.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
536,Ravel garden grill,Queens,American,05/22/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,7.0,A,05/22/2019,11/20/2024,Cycle inspection / initial inspection
537,Spirit of new jersey,Manhattan,American,05/22/2019,Violations were cited in the following area(s).,22a,"Nuisance created or allowed to exist.  facility not free from unsafe, hazardous, offensive or annoying conditions.",Not critical,Nan,Nan,Nan,11/20/2024,Administrative miscellaneous / initial inspection
538,Rogner cafe & lounge,Queens,American,05/22/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
539,El dorado sports lounge,Queens,Caribbean,05/22/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
540,Spirit of new jersey,Manhattan,American,05/22/2019,Violations were cited in the following area(s).,10b,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not critical,9.0,A,05/22/2019,11/20/2024,Cycle inspection / initial inspection
541,Spirit of new jersey,Manhattan,American,05/22/2019,Violations were cited in the following area(s).,02h,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º f to 70º f or less within 2  hours, and from 70º f to 41º f or less within 4 additional hours.",Critical,9.0,A,05/22/2019,11/20/2024,Cycle inspection / initial inspection
542,Somba village (baboon cafe),Bronx,African,05/22/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,8.0,A,05/22/2019,11/20/2024,Cycle inspection / initial inspection
543,Jagerhaus gastropub,Queens,German,05/22/2019,Violations were cited in the following area(s).,04k,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,13.0,A,05/22/2019,11/20/2024,Pre-permit (operational) / re-inspection
544,El dorado sports lounge,Queens,Caribbean,05/22/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,20.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
545,Jagerhaus gastropub,Queens,German,05/22/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,13.0,A,05/22/2019,11/20/2024,Pre-permit (operational) / re-inspection
546,Rogner cafe & lounge,Queens,American,05/22/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
547,Ravel garden grill,Queens,American,05/22/2019,Violations were cited in the following area(s).,10a,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not critical,7.0,A,05/22/2019,11/20/2024,Cycle inspection / initial inspection
548,Jagerhaus gastropub,Queens,German,05/22/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,13.0,A,05/22/2019,11/20/2024,Pre-permit (operational) / re-inspection
549,C & t cuisine,Brooklyn,Caribbean,05/24/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,27.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
550,C & t cuisine,Brooklyn,Caribbean,05/24/2019,Violations were cited in the following area(s).,08c,Pesticide use not in accordance with label or applicable laws. prohibited chemical used/stored. open bait station used.,Not critical,27.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
551,C & t cuisine,Brooklyn,Caribbean,05/24/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,27.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
552,C & t cuisine,Brooklyn,Caribbean,05/24/2019,Violations were cited in the following area(s).,04l,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
553,C & t cuisine,Brooklyn,Caribbean,05/24/2019,Violations were cited in the following area(s).,08a,Facility not vermin proof. harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not critical,27.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
554,Mcfaddens,Queens,American,05/25/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,13.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
555,Mcfaddens,Queens,American,05/25/2019,Violations were cited in the following area(s).,02g,Cold food item held above 41º f (smoked fish and reduced oxygen packaged foods above 38 ºf) except during necessary preparation.,Critical,13.0,Nan,Nan,11/20/2024,Cycle inspection / initial inspection
556,Cappuccino cafe,Brooklyn,American,05/28/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,3.0,A,05/28/2019,11/20/2024,Cycle inspection / initial inspection
557,Baccarat club,Queens,American,05/28/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6.0,A,05/28/2019,11/20/2024,Cycle inspection / initial inspection
558,Grace caribbean cuisine,Brooklyn,Caribbean,05/29/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,22g,Sale or use of certain expanded polystyrene items restricted,Not critical,54.0,Nan,Nan,11/20/2024,Pre-permit (operational) / re-inspection
559,Grizzly grounds,Bronx,Coffee/tea,05/29/2019,Violations were cited in the following area(s).,10f,"Non-food contact surface improperly constructed. unacceptable material used. non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not critical,8.0,A,05/29/2019,11/20/2024,Cycle inspection / initial inspection
560,Fontenova tapas,Bronx,Peruvian,05/29/2019,Violations were cited in the following area(s).,04h,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with haccp plan.",Critical,15.0,B,05/29/2019,11/20/2024,Pre-permit (operational) / re-inspection
561,The third palm tree,Manhattan,American,05/29/2019,Violations were cited in the following area(s).,10h,Proper sanitization not provided for utensil ware washing operation.,Not critical,4.0,A,05/29/2019,11/20/2024,Cycle inspection / re-inspection
562,Club wynn - gera gera,Manhattan,Bottled beverages,05/29/2019,Violations were cited in the following area(s).,06d,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,05/29/2019,11/20/2024,Cycle inspection / initial inspection
563,Grace caribbean cuisine,Brooklyn,Caribbean,05/29/2019,Establishment closed by dohmh. violations were cited in the following area(s) and those requiring immediate action were addressed.,04m,Live roaches present in facility's food and/or non-food areas.,Critical,54.0,Nan,Nan,11/20/2024,Pre-permit (operational) / re-inspection
